Time;Value
139;12933,461632
140;12362,485272
141;13439,739548
142;13470,60066
143;12997,564832
144;13634,97958
145;13051,319944
146;12507,724808
147;13351,506072
148;13014,735332
149;12618,531768
150;13309,65584
151;13068,35308
152;11779,558244
153;12171,549312
154;12169,855156
155;12200,533116
156;12319,49034
157;11520,856044
158;13166,018884
159;13004,570396
160;13093,353328
161;13458,421052
162;11762,25038
163;12769,082712
164;11704,145408
165;11862,617676
166;12198,564232
167;11793,889888
168;11508,676436
169;13015,055848
170;12265,139984
171;12065,000636
172;12145,770668
173;13037,766696
174;11726,123648
175;12105,935108
176;11645,857284
177;12293,986424
178;13412,22096
179;13039,002972
180;13255,122332
181;13141,201788
182;11949,111208
183;11620,628096
184;11606,616968
185;12397,696244
186;13735,301088
187;11511,423716
188;11603,182868
189;12542,70684
190;12332,448344
191;11684,685508
192;11731,297692
193;13613,23028
194;13576,462516
195;12640,418432
196;13124,44338
197;12148,517948
198;12740,419424
199;13219,361904
200;12299,755712
201;12160,83492
202;13289,829636
203;13736,033696
204;11800,391784
205;12691,655204
206;12369,536624
207;12478,14576
208;11892,379876
209;11510,920048
210;12001,675832
211;11472,458128
212;11845,035084
213;11574,015912
214;13485,802276
215;13688,55154
216;12956,309844
217;11588,622284
218;12609,419956
219;13042,803376
220;11863,716588
221;12134,140516
222;11637,661232
223;12702,323808
224;12129,607504
225;12027,408688
226;11780,702944
227;12268,8946
228;13197,658392
229;12822,105216
230;12717,891728
231;13233,739336
232;13289,967
233;11639,813268
234;12186,24726
235;12541,287412
236;13587,726364
237;11949,431724
238;13556,636312
239;12651,361764
240;11475,15962
241;12704,10954
242;13355,398052
243;11539,26282
244;11988,031008
245;12306,944428
246;13576,050424
247;11604,235992
248;11574,428004
249;13624,310976
250;13420,508588
251;12982,775308
252;13275,452204
253;13434,016048
254;12802,599528
255;11612,569408
256;11970,173688
257;12034,505828
258;13053,426192
259;13509,337308
260;12357,906472
261;11547,596236
262;13016,84158
263;12806,67466
264;12529,382532
265;12504,290708
266;11918,891128
267;11652,176028
268;13124,168652
269;12391,514864
270;11547,825176
271;12453,832332
272;11768,385972
273;13694,412404
274;13014,643756
275;12895,96126
276;12515,142464
277;11545,352624
278;12161,2928
279;13559,017288
280;12187,758264
281;11623,421164
282;12141,466596
283;13309,747416
284;13137,95084
285;13471,470632
286;13694,641344
287;13592,305164
288;12573,61374
289;12020,632064
290;12018,113724
291;13000,220536
292;12632,405532
293;11494,253216
294;11740,409504
295;13663,917596
296;13423,66796
297;11995,677604
298;12746,280288
299;13220,094512
300;11835,0533
301;13370,828608
302;12216,46734
303;12919,267352
304;13523,4858
305;12413,676256
306;12661,389336
307;13317,394012
308;11866,326504
309;13643,038268
310;12833,826944
311;11871,775276
312;13609,56724
313;13230,763116
314;12768,533256
315;12181,485308
316;13142,52964
317;13443,494164
318;13405,12382
319;12794,3119
320;12546,049364
321;12062,940176
322;12814,962288
323;12550,4908
324;11820,40114
325;12284,00464
326;13557,781012
327;11721,086968
328;13401,0029
329;13087,12616
330;13208,6933
331;11966,419072
332;12535,472336
333;12677,598288
334;13170,963988
335;12553,329656
336;13143,308036
337;12958,599244
338;13522,661616
339;12171,274584
340;12257,035508
341;11824,201544
342;13172,932872
343;12666,929684
344;12923,159332
345;11593,29266
346;13127,007508
347;13138,042416
348;12462,074172
349;13295,278408
350;11968,387956
351;13716,528008
352;12326,907996
353;13688,3226
354;12121,045148
355;13508,467336
356;12002,820532
357;13402,37654
358;12545,866212
359;12686,48116
360;12592,249456
361;12387,302368
362;13652,791112
363;12515,600344
364;11881,29918
365;12314,407872
366;13072,70294
367;12378,968952
368;11506,799128
369;11662,2036
370;12774,577272
371;11630,884608
372;13657,232548
373;12680,849236
374;11984,230604
375;12168,802032
376;12626,361516
377;11594,986816
378;13363,68568
379;11674,062692
380;12893,351344
381;11866,738596
382;12995,367008
383;11552,678704
384;12565,692416
385;13228,519504
386;13375,865288
387;12583,503948
388;12003,507352
389;13398,896652
390;11997,463336
391;13477,285708
392;11859,687244
393;12283,180456
394;13315,37934
395;13606,13314
396;11907,810432
397;12104,28674
398;12232,630504
399;12055,75146
400;12256,98972
401;12195,038556
402;13078,243288
403;12246,870572
404;11967,701136
405;11784,45756
406;11506,29546
407;13382,45876
408;13151,091996
409;13688,643116
410;12329,060032
411;11854,833716
412;11485,645072
413;12318,757732
414;13529,484028
415;12172,51086
416;13128,33536
417;13547,06662
418;13686,307928
419;12389,133888
420;12674,896796
421;11936,198992
422;11822,415812
423;11844,302476
424;13401,140264
425;13033,645776
426;13507,597364
427;12821,052092
428;13101,824108
429;12114,497464
430;11707,9916
431;11969,074776
432;13098,756312
433;12754,93422
434;13153,472972
435;12145,312788
436;12524,895308
437;12195,496436
438;13321,377568
439;12228,234856
440;13169,224044
441;13729,76074
442;13168,766164
443;12051,264236
444;12516,790832
445;11589,583832
446;13438,640636
447;13277,329512
448;12490,05064
449;12589,86848
450;11924,751992
451;12097,098024
452;12154,378812
453;13579,850828
454;13117,254664
455;11767,790728
456;11819,622744
457;12680,895024
458;12582,08452
459;12670,409572
460;12013,260196
461;12421,643368
462;11727,634652
463;12483,594532
464;13427,651516
465;11806,985256
466;12492,431616
467;12467,110852
468;12901,638972
469;12831,17124
470;13383,969764
471;12379,838924
472;11672,689052
473;12905,027284
474;12956,309844
475;12681,490268
476;12503,78704
477;13507,505788
478;13063,865856
479;13258,510644
480;13331,40514
481;11677,222064
482;11777,955664
483;11958,90984
484;11636,699684
485;13347,247788
486;13551,050176
487;13255,305484
488;13374,033768
489;12832,682244
490;11772,690044
491;13580,354496
492;13349,766128
493;12097,922208
494;11661,97466
495;12194,580676
496;13449,126088
497;12132,171632
498;12360,01272
499;12156,805576
500;12833,552216
501;12418,529784
502;11822,644752
503;13395,2794
504;12942,252928
505;13281,313068
506;11871,363184
507;12985,751528
508;12070,495196
509;11882,718608
510;13000,3579
511;12048,471168
512;13353,429168
513;13059,928088
514;13075,404432
515;11782,992344
516;12090,641916
517;13505,124812
518;12293,84906
519;11527,35794
520;11992,33508
521;12973,526132
522;12829,431296
523;11515,956728
524;12505,435408
525;13540,015268
526;12766,427008
527;13311,121056
528;12690,006836
529;12208,729168
530;12968,76418
531;11818,56962
532;12594,44728
533;12354,06028
534;11871,958428
535;12359,875356
536;13590,977312
537;12119,076264
538;12753,011124
539;12091,740828
540;12922,838816
541;12012,25286
542;12631,7645
543;12938,31516
544;13568,678556
545;13460,573088
546;11673,87954
547;11736,83804
548;12758,917776
549;13615,382316
550;11550,892972
551;13680,355488
552;13574,676784
553;12279,65478
554;11611,470496
555;13596,380296
556;13325,4527
557;11753,642236
558;12336,798204
559;13138,63766
560;11961,88606
561;12296,642128
562;11742,744692
563;13598,166028
564;12650,354428
565;12628,78828
566;13190,3781
567;12446,368888
568;12634,96966
569;12162,483288
570;11928,369244
571;13707,965652
572;12199,113688
573;11649,108232
574;12340,873336
575;13716,436432
576;11788,761632
577;13627,516136
578;11683,632384
579;12781,26232
580;13313,08994
581;12476,588968
582;11999,20328
583;12811,02452
584;12104,836196
585;13024,762904
586;11980,292836
587;11761,7925
588;12189,543996
589;12011,978132
590;12770,776868
591;13284,289288
592;13518,632272
593;13350,727676
594;11576,80898
595;12073,196688
596;11716,508168
597;12769,952684
598;11734,914944
599;12386,890276
600;11717,1492
601;12963,910652
602;12838,222592
603;12043,3887
604;13133,967284
605;11579,281532
606;12928,2418
607;13372,568552
608;13675,135656
609;11631,434064
610;13254,572876
611;13434,336564
612;11517,009852
613;13291,935884
614;13561,901932
615;13221,697092
616;11744,39306
617;12668,120172
618;12940,329832
619;13361,945736
620;12095,449656
621;12875,5856
622;11703,779104
623;12069,94574
624;13128,10642
625;12380,479956
626;11636,33338
627;12584,740224
628;11519,253464
629;11714,63086
630;13446,882476
631;12755,208948
632;13339,555404
633;13033,142108
634;12511,067332
635;11796,179288
636;13374,720588
637;13692,168792
638;13413,411448
639;11972,508876
640;11543,521104
641;12344,078496
642;11823,011056
643;12005,109932
644;12493,759468
645;13072,840304
646;13214,279436
647;11673,696388
648;13525,179956
649;12091,511888
650;11775,803628
651;12784,787996
652;13566,022852
653;12109,32342
654;11738,394832
655;12577,9636
656;12707,08576
657;12215,231064
658;12651,68228
659;12200,44154
660;13679,348152
661;11790,455788
662;13300,2693
663;13407,459008
664;11920,9058
665;11946,363928
666;11541,735372
667;12220,221956
668;12227,822764
669;13212,722644
670;13583,376504
671;11788,57848
672;12991,062936
673;12414,820956
674;13265,424632
675;13487,725372
676;12499,574544
677;13435,069172
678;13312,586272
679;11502,266116
680;12902,60052
681;13698,991204
682;12795,91448
683;13164,141576
684;13675,227232
685;12109,09448
686;12925,540308
687;12677,231984
688;12741,701488
689;13669,503732
690;12825,44774
691;12606,443736
692;12487,486512
693;12659,92412
694;12029,514936
695;13489,419528
696;12780,209196
697;12151,90626
698;11531,204132
699;11994,39554
700;12978,059144
701;12441,011692
702;13182,227836
703;11759,457312
704;12244,489596
705;13723,57936
706;13530,079272
707;12598,201896
708;12580,253
709;11987,023672
710;11525,343268
711;13008,416588
712;12639,044792
713;12596,416164
714;13034,24102
715;13716,71116
716;12730,941308
717;11583,081936
718;13468,631776
719;13548,165532
720;12757,177832
721;12600,8576
722;13214,920468
723;12294,719032
724;11834,274904
725;12423,88698
726;13037,491968
727;11778,138816
728;11832,260232
729;13512,359316
730;12154,516176
731;11794,622496
732;13350,819252
733;12765,144944
734;12260,561184
735;11908,588828
736;11963,763368
737;12483,457168
738;12366,606192
739;13688,047872
740;12315,36942
741;11774,338412
742;11543,933196
743;12201,632028
744;13591,114676
745;13553,385364
746;13703,753156
747;13627,470348
748;13362,0831
749;12049,203776
750;12205,47822
751;12644,12726
752;12419,674484
753;11719,392812
754;12973,57192
755;11824,201544
756;12962,491224
757;12334,508804
758;13661,53662
759;13557,002616
760;12133,087392
761;13198,940456
762;12212,941664
763;12804,247896
764;13568,907496
765;13467,120772
766;13393,951548
767;13610,299848
768;11782,809192
769;12572,652192
770;13199,947792
771;11694,438352
772;12952,829956
773;13516,938116
774;12679,750324
775;12429,83942
776;12503,878616
777;12460,242652
778;12439,958568
779;12017,28954
780;12456,533824
781;13146,375832
782;12152,409928
783;13519,456456
784;12753,881096
785;13246,788916
786;13111,348012
787;13078,42644
788;13527,973024
789;11883,35964
790;12682,497604
791;13365,654564
792;12558,27476
793;12546,003576
794;13001,96048
795;12852,783176
796;13297,796748
797;12476,039512
798;12369,124532
799;11570,993904
800;11606,388028
801;11540,453308
802;13291,615368
803;12236,38512
804;12585,655984
805;11957,99408
806;13427,651516
807;12639,09058
808;12775,9967
809;11990,7325
810;13056,67714
811;11949,202784
812;13630,904448
813;13091,24708
814;12547,423004
815;12723,065772
816;12493,48474
817;12429,83942
818;11497,3668
819;11769,11858
820;11802,77276
821;11762,525108
822;11529,281036
823;13635,849552
824;13626,554588
825;13570,64744
826;12872,563592
827;11853,82638
828;11961,977636
829;13563,367148
830;12868,396884
831;11474,839104
832;11538,072332
833;12315,918876
834;11857,855724
835;12363,034728
836;13591,114676
837;13652,424808
838;12380,800472
839;12242,841228
840;13555,491612
841;11919,211644
842;11749,383952
843;12984,240524
844;12563,036712
845;12180,249032
846;13471,104328
847;13203,42768
848;13734,934784
849;11725,894708
850;11806,298436
851;12314,91154
852;12425,672712
853;12047,005952
854;13504,621144
855;13580,217132
856;11458,126484
857;13392,165816
858;12346,230532
859;12751,362756
860;12821,830488
861;13020,825136
862;12124,112944
863;12949,029552
864;12858,689828
865;13028,838036
866;11858,084664
867;12761,939784
868;12680,391356
869;11631,388276
870;12868,305308
871;12577,459932
872;11496,038948
873;12990,879784
874;11949,98118
875;13619,915328
876;11460,141156
877;12281,440512
878;12519,767052
879;12893,259768
880;11546,543112
881;13405,490124
882;11855,245808
883;11683,082928
884;13204,022924
885;12000,485344
886;12785,520604
887;13227,46638
888;12547,697732
889;12013,992804
890;12351,862456
891;11645,94886
892;12753,148488
893;13365,791928
894;13157,41074
895;11981,666476
896;13531,452912
897;12536,708612
898;11572,504908
899;13270,598676
900;11769,11858
901;12156,118756
902;11970,036324
903;13550,546508
904;12593,943612
905;12965,192716
906;12265,826804
907;13171,14714
908;11544,024772
909;13621,060028
910;13567,030188
911;12913,085972
912;12319,352976
913;13189,324976
914;12651,773856
915;13152,694576
916;12612,53354
917;11888,030016
918;13481,36084
919;12305,204484
920;11690,271644
921;12367,018284
922;11661,242052
923;12113,352764
924;13015,880032
925;12669,356448
926;13560,665656
927;11866,601232
928;13569,869044
929;13704,668916
930;11535,462416
931;12659,832544
932;12155,889816
933;12985,522588
934;12571,141188
935;13126,824356
936;12882,4538
937;12041,0993
938;12825,493528
939;11685,830208
940;13471,012752
941;13350,727676
942;13130,441608
943;12663,037704
944;12183,362616
945;13175,176484
946;13062,995884
947;13300,223512
948;12161,018072
949;11451,670376
950;13105,532936
951;13090,377108
952;12791,701984
953;13003,700424
954;13027,327032
955;13138,500296
956;11941,876704
957;13593,037772
958;11981,620688
959;13660,987164
960;13140,881272
961;11846,179784
962;13337,678096
963;11575,710068
964;13532,551824
965;12354,197644
966;12204,150368
967;13070,1846
968;12065,183788
969;13261,3495
970;11717,194988
971;12018,388452
972;12798,8907
973;13242,530632
974;12570,591732
975;12075,89818
976;12972,976676
977;12734,604348
978;13666,34436
979;13577,05776
980;13342,760564
981;11707,442144
982;13441,98316
983;13565,15288
984;12046,090192
985;12181,43952
986;13604,484772
987;12888,589392
988;13694,595556
989;13169,040892
990;12631,947652
991;13025,77024
992;11506,432824
993;12900,906364
994;12281,348936
995;13071,78718
996;11460,04958
997;13001,685752
998;12866,840092
999;13565,519184
1000;12418,026116
1001;13729,165496
1002;12682,039724
1003;12636,068572
1004;13470,8296
1005;12534,098696
1006;11738,44062
1007;13285,571352
1008;11880,108692
1009;12398,383064
1010;11612,477832
1011;12943,672356
1012;13663,093412
1013;12140,962928
1014;11765,2266
1015;12880,439128
1016;12140,596624
1017;13508,879428
1018;13265,974088
1019;12798,066516
1020;12486,112872
1021;13051,915188
1022;13111,943256
1023;12632,542896
1024;12076,35606
1025;12427,77896
1026;11958,955628
1027;13634,384336
1028;12408,181696
1029;13235,158764
1030;12062,802812
1031;13707,690924
1032;13604,118468
1033;11547,825176
1034;12606,031644
1035;13349,94928
1036;12761,756632
1037;12252,8688
1038;11541,32328
1039;13248,391496
1040;11889,9989
1041;11765,867632
1042;12455,4807
1043;12743,212492
1044;13003,517272
1045;13424,675296
1046;13099,076828
1047;13101,869896
1048;12582,679764
1049;13137,26402
1050;12378,144768
1051;11687,570152
1052;13472,065876
1053;11515,727788
1054;12526,360524
1055;13102,46514
1056;12064,176452
1057;11496,496828
1058;12006,666724
1059;12490,004852
1060;12022,143068
1061;11840,456284
1062;12324,389656
1063;12381,30414
1064;11782,534464
1065;11641,186908
1066;13075,9081
1067;13562,222448
1068;13271,285496
1069;12151,631532
1070;11565,636708
1071;13624,082036
1072;13414,51036
1073;11464,582592
1074;12355,067616
1075;12167,24524
1076;12043,434488
1077;11815,730764
1078;13365,379836
1079;12388,080764
1080;13065,102132
1081;12593,485732
1082;12498,658784
1083;13007,271888
1084;12303,968208
1085;11822,186872
1086;11682,57926
1087;13535,39068
1088;12757,864652
1089;13239,920716
1090;12732,72704
1091;12712,259804
1092;11693,156288
1093;12787,67264
1094;12673,248428
1095;11496,496828
1096;13177,832188
1097;11521,130772
1098;12407,63224
1099;12809,284576
1100;11795,721408
1101;13273,25438
1102;13566,938612
1103;11878,048232
1104;13018,627312
1105;12490,416944
1106;12009,414004
1107;13454,437496
1108;12897,014384
1109;11806,069496
1110;12506,030652
1111;11695,445688
1112;11867,471204
1113;13354,98596
1114;13161,30272
1115;13165,057336
1116;13078,151712
1117;13053,517768
1118;11524,290144
1119;13696,701804
1120;13694,96186
1121;13276,91742
1122;12251,357796
1123;11478,318992
1124;13155,258704
1125;12589,731116
1126;13377,925748
1127;12073,83772
1128;12527,734164
1129;12305,525
1130;12725,813052
1131;11969,257928
1132;13144,452736
1133;12003,09526
1134;12039,313568
1135;13528,201964
1136;12762,901332
1137;12067,610552
1138;13724,998788
1139;13549,905476
1140;13549,172868
1141;11964,541764
1142;12085,330508
1143;12398,749368
1144;12180,890064
1145;12484,281352
1146;12291,7886
1147;12074,570328
1148;13362,724132
1149;13244,591092
1150;12154,745116
1151;11571,268632
1152;13733,19484
1153;12447,284648
1154;12850,676928
1155;12255,203988
1156;12468,896584
1157;13535,61962
1158;12459,14374
1159;11875,896196
1160;12848,891196
1161;13671,930496
1162;12373,703332
1163;12038,443596
1164;12816,656444
1165;11983,772724
1166;12287,347164
1167;13600,730156
1168;12762,626604
1169;13369,500756
1170;11849,110216
1171;12457,495372
1172;13064,91898
1173;11710,784668
1174;11594,528936
1175;13177,420096
1176;12638,541124
1177;13588,96264
1178;13033,828928
1179;12117,931564
1180;11744,942516
1181;12750,309632
1182;12447,513588
1183;13019,543072
1184;11597,779884
1185;12601,54442
1186;11972,4173
1187;12144,1223
1188;12888,772544
1189;13520,50958
1190;12506,30538
1191;12963,681712
1192;13344,866812
1193;13296,102592
1194;12147,968492
1195;13613,596584
1196;13327,192644
1197;11493,841124
1198;13318,492924
1199;11644,11734
1200;11643,934188
1201;12427,412656
1202;13048,343724
1203;13729,577588
1204;12842,435088
1205;13433,649744
1206;12242,749652
1207;13469,410172
1208;12299,755712
1209;13409,611044
1210;13353,017076
1211;12616,288156
1212;11948,744904
1213;11788,166388
1214;11577,907892
1215;11545,581564
1216;12671,416908
1217;13090,56026
1218;11887,663712
1219;11662,112024
1220;11458,309636
1221;11590,179076
1222;12158,957612
1223;12978,517024
1224;12310,149588
1225;12621,828504
1226;12848,982772
1227;13505,1706
1228;13299,170388
1229;11717,332352
1230;13586,581664
1231;12591,654212
1232;11717,469716
1233;12836,6658
1234;11920,997376
1235;13053,884072
1236;13438,365908
1237;12454,290212
1238;11624,062196
1239;11900,484352
1240;11805,74898
1241;12239,36134
1242;13580,766588
1243;13215,515712
1244;11614,446716
1245;13626,417224
1246;12461,89102
1247;13003,654636
1248;13165,148912
1249;12049,386928
1250;12389,133888
1251;11683,632384
1252;13342,577412
1253;13103,3809
1254;11632,761916
1255;11500,709324
1256;11715,455044
1257;11516,780912
1258;12866,428
1259;11667,606584
1260;12031,621184
1261;12473,933264
1262;11617,239784
1263;12029,42336
1264;13559,383592
1265;12208,317076
1266;12345,772652
1267;12848,479104
1268;13603,523224
1269;12260,42382
1270;11843,615656
1271;11664,080908
1272;12913,452276
1273;13723,533572
1274;13592,717256
1275;12955,348296
1276;11745,7667
1277;12679,796112
1278;12811,02452
1279;12420,132364
1280;11606,937484
1281;13581,728136
1282;11786,9759
1283;12696,737672
1284;13064,552676
1285;13349,94928
1286;12985,4768
1287;12350,488816
1288;12650,903884
1289;11867,288052
1290;12785,429028
1291;13368,539208
1292;13324,262212
1293;13692,855612
1294;13605,263168
1295;13068,169928
1296;12069,121556
1297;12998,343228
1298;13392,486332
1299;13142,483852
1300;12727,598784
1301;13349,811916
1302;13136,485624
1303;12351,725092
1304;11652,771272
1305;12172,05298
1306;12506,580108
1307;13355,398052
1308;13247,063644
1309;12413,81362
1310;13491,296836
1311;12772,058932
1312;12442,156392
1313;11893,249848
1314;11507,6691
1315;12186,293048
1316;12133,957364
1317;12656,856324
1318;12701,224896
1319;11656,434312
1320;12959,240276
1321;13731,683836
1322;11644,57522
1323;13183,235172
1324;13211,394792
1325;12211,43066
1326;12076,218696
1327;12956,996664
1328;11565,270404
1329;11971,50154
1330;12333,22674
1331;12483,823472
1332;13023,663992
1333;13404,940668
1334;13428,93358
1335;11993,525568
1336;11892,196724
1337;13171,650808
1338;12490,9664
1339;12339,499696
1340;12290,369172
1341;13366,43296
1342;12839,825172
1343;11684,090264
1344;12112,345428
1345;11460,324308
1346;12373,382816
1347;12878,012364
1348;13632,186512
1349;12865,97012
1350;12381,212564
1351;13148,619444
1352;11744,072544
1353;13183,05202
1354;11630,243576
1355;12732,26916
1356;13152,190908
1357;13689,650452
1358;12876,684512
1359;13177,694824
1360;11542,834284
1361;13285,983444
1362;13237,127648
1363;12722,516316
1364;11527,541092
1365;12454,473364
1366;13484,79494
1367;12773,615724
1368;12200,67048
1369;13250,543532
1370;11741,050536
1371;12698,660768
1372;11612,889924
1373;11808,7252
1374;13102,46514
1375;13329,161528
1376;12338,858664
1377;13696,884956
1378;12517,843956
1379;13198,024696
1380;13574,447844
1381;12934,560544
1382;13061,164364
1383;12435,654496
1384;13326,643188
1385;12921,007296
1386;12186,70514
1387;13576,966184
1388;13221,651304
1389;12143,66442
1390;12577,688872
1391;11938,946272
1392;11741,920508
1393;13049,625788
1394;12243,619624
1395;12740,785728
1396;11576,259524
1397;11564,263068
1398;11603,503384
1399;13394,272064
1400;11711,929368
1401;13336,167092
1402;12124,296096
1403;11828,64298
1404;12571,873796
1405;13418,906008
1406;12982,683732
1407;13671,747344
1408;11527,58688
1409;12037,43626
1410;11840,364708
1411;13191,705952
1412;12618,760708
1413;13415,059816
1414;13339,64698
1415;12344,627952
1416;11671,773292
1417;12248,473152
1418;13132,22734
1419;12342,933796
1420;11714,722436
1421;13644,182968
1422;13288,318632
1423;11504,00606
1424;12119,808872
1425;13538,504264
1426;12403,694472
1427;12299,618348
1428;13301,459788
1429;11808,633624
1430;13199,902004
1431;12221,595596
1432;13540,335784
1433;12859,971892
1434;12933,095328
1435;11685,280752
1436;12257,264448
1437;12679,521384
1438;13600,134912
1439;13644,091392
1440;13674,677776
1441;12251,357796
1442;13496,379304
1443;12631,215044
1444;11750,253924
1445;13122,337132
1446;13056,539776
1447;12063,260692
1448;13446,378808
1449;13635,391672
1450;12515,966648
1451;13064,186372
1452;12168,435728
1453;12996,9238
1454;13126,549628
1455;11804,100612
1456;11494,802672
1457;12067,290036
1458;13445,18832
1459;12769,769532
1460;12462,165748
1461;12130,019596
1462;11817,241768
1463;13455,307468
1464;12573,934256
1465;13355,169112
1466;13387,72438
1467;13495,188816
1468;11928,9187
1469;13101,366228
1470;11534,363504
1471;12728,651908
1472;12384,692452
1473;13224,49016
1474;12404,65602
1475;13199,76464
1476;11594,803664
1477;12104,103588
1478;13490,152136
1479;12733,87174
1480;11928,9187
1481;11787,43378
1482;12589,63954
1483;13402,468116
1484;13029,066976
1485;11582,669844
1486;11500,11408
1487;11990,411984
1488;13469,822264
1489;12575,994716
1490;11637,432292
1491;11636,974412
1492;12970,687276
1493;12277,36538
1494;12628,879856
1495;12991,612392
1496;11881,07024
1497;11488,071836
1498;11504,235
1499;12131,439024
1500;13470,966964
1501;13297,75096
1502;11581,341992
1503;11791,966792
1504;13548,028168
1505;13523,71474
1506;12126,49392
1507;12680,29978
1508;12039,221992
1509;13663,1392
1510;11656,296948
1511;13127,099084
1512;12313,492112
1513;12158,270792
1514;12287,805044
1515;12121,731968
1516;13276,780056
1517;12151,173652
1518;11873,240492
1519;12438,264412
1520;13302,009244
1521;12844,312396
1522;11472,366552
1523;13089,278196
1524;12910,933936
1525;13633,743304
1526;13494,318844
1527;11554,281284
1528;12042,564516
1529;13149,39784
1530;12765,648612
1531;11553,68604
1532;12046,8228
1533;12805,667324
1534;12999,304776
1535;12367,56774
1536;11653,091788
1537;12244,62696
1538;13590,79416
1539;13241,706448
1540;13192,575924
1541;12556,2143
1542;13687,589992
1543;13543,037276
1544;12366,697768
1545;12246,68742
1546;13059,836512
1547;12259,370696
1548;13725,960336
1549;11954,147888
1550;13451,232336
1551;13466,296588
1552;13351,231344
1553;12802,370588
1554;12565,783992
1555;12073,654568
1556;13272,33862
1557;12228,418008
1558;12617,432856
1559;13650,639076
1560;11476,350108
1561;12019,166848
1562;12084,689476
1563;12626,178364
1564;12344,4448
1565;11549,56512
1566;12527,276284
1567;13244,224788
1568;12895,366016
1569;13656,591516
1570;11915,64018
1571;12479,107308
1572;12296,733704
1573;12367,888256
1574;12982,0427
1575;12192,794944
1576;12893,076616
1577;11665,683488
1578;12169,580428
1579;12111,200728
1580;12020,906792
1581;12681,948148
1582;11564,67516
1583;11535,416628
1584;13434,565504
1585;13035,752024
1586;11938,854696
1587;12980,806424
1588;11686,837544
1589;12372,650208
1590;12831,583332
1591;13161,027992
1592;13363,594104
1593;13676,555084
1594;13212,35634
1595;12620,363288
1596;11918,479036
1597;12508,36584
1598;12645,546688
1599;12264,08686
1600;13455,811136
1601;13552,011724
1602;13100,40468
1603;11516,36882
1604;11485,46192
1605;12419,125028
1606;12616,517096
1607;12430,2973
1608;13556,6821
1609;11819,989048
1610;12916,932164
1611;13053,655132
1612;11505,791792
1613;11953,232128
1614;13076,686496
1615;12530,80196
1616;11901,491688
1617;11996,272848
1618;12928,01286
1619;13045,092776
1620;13347,064636
1621;13282,824072
1622;13004,341456
1623;11969,715808
1624;12271,962396
1625;12490,9664
1626;12851,913204
1627;12356,57862
1628;12891,886128
1629;11808,679412
1630;11721,27012
1631;11831,710776
1632;12756,5368
1633;13641,893568
1634;12391,789592
1635;12205,295068
1636;13317,89768
1637;11495,30634
1638;11496,90892
1639;12462,440476
1640;11866,234928
1641;13244,911608
1642;13160,524324
1643;13603,248496
1644;13192,072256
1645;13514,3282
1646;13102,2362
1647;12857,361976
1648;12046,8228
1649;12128,55438
1650;12165,825812
1651;13658,606188
1652;13316,75298
1653;13336,808124
1654;12653,376436
1655;11619,987064
1656;11994,62448
1657;12577,688872
1658;12980,760636
1659;12730,89552
1660;13303,611824
1661;11706,892688
1662;13274,765384
1663;13195,002688
1664;11545,718928
1665;12532,221388
