Time;Value
1382;20405,72
1383;20152,72
1384;20438,72
1385;20230,72
1386;20512,72
1387;20225,72
1388;19968,72
1389;20259,72
1390;19944,72
1391;20201,72
1392;19837,72
1393;19611,72
1394;19329,72
1395;19533,72
1396;19818,72
1397;20060,72
1398;20261,72
1399;20472,72
1400;20672,72
1401;20908,72
1402;21158,72
1403;20833,72
1404;20476,72
1405;20757,72
1406;21054,72
1407;20799,72
1408;20595,72
1409;20877,72
1410;20489,72
1411;20251,72
1412;20463,72
1413;20107,72
1414;20383,72
1415;20595,72
1416;20833,72
1417;20570,72
1418;20791,72
1419;21090,72
1420;21338,72
1421;21577,72
1422;21792,72
1423;21417,72
1424;21087,72
1425;21360,72
1426;20971,72
1427;20631,72
1428;20875,72
1429;20562,72
1430;20267,72
1431;20535,72
1432;20201,72
1433;19965,72
1434;20170,72
1435;19917,72
1436;19529,72
1437;19208,72
1438;18871,72
1439;19145,72
1440;19376,72
1441;19129,72
1442;19422,72
1443;19108,72
1444;18795,72
1445;18499,72
1446;18730,72
1447;18938,72
1448;19138,72
1449;18751,72
1450;18980,72
1451;18693,72
1452;18358,72
1453;18571,72
1454;18812,72
1455;18565,72
1456;18836,72
1457;19036,72
1458;18736,72
1459;18954,72
1460;19226,72
1461;19439,72
1462;19725,72
1463;20007,72
1464;19772,72
1465;19996,72
1466;19667,72
1467;19902,72
1468;19530,72
1469;19743,72
1470;19361,72
1471;19655,72
1472;19425,72
1473;19628,72
1474;19292,72
1475;19516,72
1476;19297,72
1477;19070,72
1478;18864,72
1479;19108,72
1480;18754,72
1481;19004,72
1482;19224,72
1483;19445,72
1484;19701,72
1485;19933,72
1486;20205,72
1487;20475,72
1488;20762,72
1489;20462,72
1490;20167,72
1491;19852,72
1492;19528,72
1493;19266,72
1494;18915,72
1495;19125,72
1496;18828,72
1497;19083,72
1498;18807,72
1499;18425,72
1500;18145,72
1501;17779,72
1502;18036,72
1503;18277,72
1504;17955,72
1505;17636,72
1506;17382,72
1507;17046,72
1508;16786,72
1509;16401,72
1510;19318,464
1511;19524,464
1512;19799,464
1513;19582,464
1514;19811,464
1515;20056,464
1516;19834,464
1517;19466,464
1518;19147,464
1519;19416,464
1520;19684,464
1521;19340,464
1522;19083,464
1523;18722,464
1524;18463,464
1525;18117,464
1526;17824,464
1527;18104,464
1528;18319,464
1529;18106,464
1530;17790,464
1531;18085,464
1532;18369,464
1533;17990,464
1534;17720,464
1535;17371,464
1536;17624,464
1537;17866,464
1538;17634,464
1539;17873,464
1540;18116,464
1541;18360,464
1542;17973,464
1543;17771,464
1544;17497,464
1545;17276,464
1546;16939,464
1547;16666,464
1548;16445,464
1549;16705,464
1550;16465,464
1551;16758,464
1552;17004,464
1553;16682,464
1554;16406,464
1555;16135,464
1556;16410,464
1557;19235,3568
1558;19457,3568
1559;19657,3568
1560;19867,3568
1561;20139,3568
1562;19877,3568
1563;19507,3568
1564;19187,3568
1565;18919,3568
1566;18718,3568
1567;18428,3568
1568;18714,3568
1569;18974,3568
1570;19243,3568
1571;19535,3568
1572;19143,3568
1573;19412,3568
1574;19123,3568
1575;19402,3568
1576;19046,3568
1577;18833,3568
1578;19132,3568
1579;19388,3568
1580;19121,3568
1581;18743,3568
1582;18943,3568
1583;19196,3568
1584;19492,3568
1585;19107,3568
1586;19334,3568
1587;18964,3568
1588;19231,3568
1589;19438,3568
1590;19698,3568
1591;19971,3568
1592;19648,3568
1593;19329,3568
1594;19544,3568
1595;19816,3568
1596;20016,3568
1597;19735,3568
1598;19411,3568
1599;19612,3568
1600;19815,3568
1601;19553,3568
1602;19223,3568
1603;18833,3568
1604;19053,3568
1605;18667,3568
1606;18302,3568
1607;18558,3568
1608;18828,3568
1609;19063,3568
1610;19301,3568
1611;19538,3568
1612;19247,3568
1613;19511,3568
1614;19795,3568
1615;20091,3568
1616;20359,3568
1617;20017,3568
1618;19764,3568
1619;19490,3568
1620;19258,3568
1621;18910,3568
1622;19201,3568
1623;18975,3568
1624;18601,3568
1625;18856,3568
1626;19115,3568
1627;18797,3568
1628;18442,3568
1629;18082,3568
1630;18331,3568
1631;17995,3568
1632;18245,3568
1633;17923,3568
1634;18134,3568
1635;17837,3568
1636;17538,3568
1637;17811,3568
1638;17442,3568
1639;17662,3568
1640;17295,3568
1641;16902,3568
1642;16695,3568
1643;16468,3568
1644;16717,3568
1645;16383,3568
1646;19260,42816
1647;19558,42816
1648;19282,42816
1649;19048,42816
1650;19330,42816
1651;19117,42816
1652;19333,42816
1653;19083,42816
1654;19322,42816
1655;19003,42816
1656;18605,42816
1657;18889,42816
1658;18660,42816
1659;18345,42816
1660;18132,42816
1661;17884,42816
1662;18128,42816
1663;17815,42816
1664;18104,42816
1665;18397,42816
1666;18649,42816
1667;18410,42816
1668;18130,42816
1669;17924,42816
1670;18220,42816
1671;17986,42816
1672;17652,42816
1673;17860,42816
1674;18143,42816
1675;18433,42816
1676;18688,42816
1677;18952,42816
1678;19167,42816
1679;18906,42816
1680;19181,42816
1681;18818,42816
1682;19051,42816
1683;19305,42816
1684;18989,42816
1685;18664,42816
1686;18910,42816
1687;19142,42816
1688;19429,42816
1689;19195,42816
1690;19428,42816
1691;19725,42816
1692;20003,42816
1693;19771,42816
1694;20056,42816
1695;19798,42816
1696;19418,42816
1697;19026,42816
1698;19286,42816
1699;18910,42816
1700;19114,42816
1701;19344,42816
1702;19079,42816
1703;19321,42816
1704;19577,42816
1705;19866,42816
1706;19656,42816
1707;19375,42816
1708;19083,42816
1709;19375,42816
1710;19032,42816
1711;19296,42816
1712;19073,42816
1713;18868,42816
1714;18488,42816
1715;18691,42816
1716;18464,42816
1717;18102,42816
1718;18340,42816
1719;18601,42816
1720;18862,42816
1721;18646,42816
1722;18898,42816
1723;18673,42816
1724;18298,42816
1725;18504,42816
1726;18757,42816
1727;18964,42816
1728;18577,42816
1729;18314,42816
1730;18607,42816
1731;18249,42816
1732;18545,42816
1733;18146,42816
1734;18410,42816
1735;18678,42816
1736;18904,42816
1737;18569,42816
1738;18205,42816
1739;18467,42816
1740;18699,42816
1741;18928,42816
1742;18583,42816
1743;18208,42816
1744;18438,42816
1745;18719,42816
1746;18473,42816
1747;18760,42816
1748;18425,42816
1749;18046,42816
1750;17814,42816
1751;17455,42816
1752;17215,42816
1753;16922,42816
1754;16540,42816
1755;16771,42816
1756;16468,42816
1757;16159,42816
1758;18923,313792
1759;19126,313792
1760;19386,313792
1761;19114,313792
1762;19398,313792
1763;19062,313792
1764;19286,313792
1765;18972,313792
1766;19261,313792
1767;19540,313792
1768;19818,313792
1769;19457,313792
1770;19740,313792
1771;19413,313792
1772;19142,313792
1773;19413,313792
1774;19632,313792
1775;19873,313792
1776;20100,313792
1777;19811,313792
1778;20020,313792
1779;20258,313792
1780;20504,313792
1781;20722,313792
1782;20947,313792
1783;21173,313792
1784;21429,313792
1785;21686,313792
1786;21983,313792
1787;21619,313792
1788;21258,313792
1789;21519,313792
1790;21171,313792
1791;21404,313792
1792;21694,313792
1793;21916,313792
1794;22129,313792
1795;21773,313792
1796;22042,313792
1797;21821,313792
1798;22047,313792
1799;21802,313792
1800;22042,313792
1801;22273,313792
1802;22567,313792
1803;22858,313792
1804;23099,313792
1805;22718,313792
1806;22477,313792
1807;22277,313792
1808;22538,313792
1809;22198,313792
1810;22456,313792
1811;22736,313792
1812;22357,313792
1813;22575,313792
1814;22810,313792
1815;23097,313792
1816;23362,313792
1817;23007,313792
1818;23256,313792
1819;23533,313792
1820;23182,313792
1821;22935,313792
1822;23152,313792
1823;23427,313792
1824;23215,313792
1825;22962,313792
1826;23194,313792
1827;23490,313792
1828;23786,313792
1829;24047,313792
1830;23778,313792
1831;23485,313792
1832;23202,313792
1833;22892,313792
1834;22607,313792
1835;22375,313792
1836;22643,313792
1837;22279,313792
1838;22005,313792
1839;22236,313792
1840;21864,313792
1841;22148,313792
1842;22414,313792
1843;22125,313792
1844;21906,313792
1845;22205,313792
1846;22424,313792
1847;22221,313792
1848;22514,313792
1849;22756,313792
1850;22552,313792
1851;22758,313792
1852;22500,313792
1853;22276,313792
1854;22558,313792
1855;22799,313792
1856;22496,313792
1857;22202,313792
1858;22418,313792
1859;22698,313792
1860;22362,313792
1861;22566,313792
1862;22359,313792
1863;22039,313792
1864;21777,313792
1865;21530,313792
1866;21784,313792
1867;21524,313792
1868;21200,313792
1869;21460,313792
1870;21071,313792
1871;20835,313792
1872;20522,313792
1873;20737,313792
1874;21034,313792
1875;20717,313792
1876;20328,313792
1877;20057,313792
1878;19744,313792
1879;20043,313792
1880;20330,313792
1881;20597,313792
1882;20852,313792
1883;21097,313792
1884;20699,313792
1885;20492,313792
1886;20100,313792
1887;20340,313792
1888;20069,313792
1889;20356,313792
1890;20089,313792
1891;20315,313792
1892;20563,313792
1893;20829,313792
1894;20447,313792
1895;20715,313792
1896;20998,313792
1897;21230,313792
1898;20876,313792
1899;20527,313792
1900;20781,313792
1901;21072,313792
1902;21304,313792
1903;21024,313792
1904;20690,313792
1905;20467,313792
1906;20742,313792
1907;20988,313792
1908;20666,313792
1909;20893,313792
1910;21107,313792
1911;21340,313792
1912;21034,313792
1913;20733,313792
1914;20477,313792
1915;20186,313792
1916;20484,313792
1917;20185,313792
1918;19829,313792
1919;20091,313792
1920;19798,313792
1921;19439,313792
1922;19709,313792
1923;19933,313792
1924;20167,313792
1925;19878,313792
1926;19647,313792
1927;19324,313792
1928;19581,313792
1929;19803,313792
1930;19455,313792
1931;19245,313792
1932;18912,313792
1933;18544,313792
1934;18789,313792
1935;18510,313792
1936;18291,313792
1937;18047,313792
1938;18265,313792
1939;18510,313792
1940;18789,313792
1941;19070,313792
1942;18693,313792
1943;18339,313792
1944;18588,313792
1945;18873,313792
1946;18615,313792
1947;18317,313792
1948;18063,313792
1949;17839,313792
1950;18040,313792
1951;18282,313792
1952;17931,313792
1953;17542,313792
1954;17175,313792
1955;17412,313792
1956;17154,313792
1957;17403,313792
1958;17116,313792
1959;17361,313792
1960;17079,313792
1961;17292,313792
1962;17510,313792
1963;17148,313792
1964;17402,313792
1965;17094,313792
1966;17336,313792
1967;17602,313792
1968;17361,313792
1969;17598,313792
1970;17844,313792
1971;18052,313792
1972;18307,313792
1973;18580,313792
1974;18864,313792
1975;18509,313792
1976;18307,313792
1977;18517,313792
1978;18223,313792
1979;18435,313792
1980;18128,313792
1981;17812,313792
1982;18038,313792
1983;18299,313792
1984;17923,313792
1985;17542,313792
1986;17796,313792
1987;18074,313792
1988;18356,313792
1989;17964,313792
1990;17638,313792
1991;17256,313792
1992;17011,313792
1993;16669,313792
1994;16952,313792
1995;17223,313792
1996;16948,313792
1997;17247,313792
1998;17033,313792
1999;16746,313792
2000;16966,313792
2001;16594,313792
2002;16841,313792
2003;17121,313792
2004;16905,313792
2005;16650,313792
2006;16262,313792
2007;16538,313792
2008;16283,313792
2009;19154,7765504
2010;18766,7765504
2011;18461,7765504
2012;18142,7765504
2013;18398,7765504
2014;18689,7765504
2015;18958,7765504
2016;19158,7765504
2017;18928,7765504
2018;18687,7765504
2019;18351,7765504
2020;18076,7765504
2021;18322,7765504
2022;18065,7765504
2023;18300,7765504
2024;18522,7765504
2025;18722,7765504
2026;18987,7765504
2027;18595,7765504
2028;18226,7765504
2029;18520,7765504
2030;18748,7765504
2031;18512,7765504
2032;18776,7765504
2033;18979,7765504
